Date,OPCP,HPCP,LPCP,CPCP,ACPCP,VTCP,MPN5P
2000-05-30,0.01335747283,0.01482899966,0.003615267326,0.007607281217,-0.130238576,0.4986085649,2.258688652
2000-05-31,0.02330977359,0.02402778429,0.01610426587,0.01919493528,-0.1213558557,0.515993423,2.492466546
2000-06-01,0.03792918814,0.04071525113,0.03375058628,0.03768647754,-0.107180826,0.5847679939,2.313173644
2000-06-02,0.05577947674,0.05981722817,0.05262031466,0.05871471443,-0.0910612364,0.6074570451,1.82700515
2000-06-05,0.07381404739,0.07963300445,0.07024768321,0.07845581006,-0.07592832404,0.6027845888,1.222237467
2000-06-06,0.09253227642,0.09680223292,0.08490239972,0.09576701683,-0.06265807425,0.6005321056,0.6348821646
2000-06-07,0.1077253942,0.1085084067,0.09368506281,0.1053167513,-0.05533752955,0.522536331,0.4510779148
2000-06-08,0.1175357475,0.1137828301,0.09949274563,0.1067814456,-0.05421472922,0.4068024657,0.7732093081
2000-06-09,0.1185883961,0.1118197541,0.1019286474,0.1063114111,-0.05457505944,0.2325301897,1.380754123
2000-06-12,0.117369536,0.1105678331,0.1034500205,0.1072339149,-0.05386793949,0.1760033984,2.07663465
2000-06-13,0.1185733392,0.1147356528,0.1110753408,0.1164853952,-0.04677607517,0.192866124,2.463491183
2000-06-14,0.1295470509,0.1286085927,0.1273820245,0.1336871124,-0.03358977274,0.2867885056,2.534655567
2000-06-15,0.1453631409,0.1471642493,0.146301598,0.1542115361,-0.01785639002,0.3472106741,2.540009668
2000-06-16,0.1648629763,0.1681098276,0.1665684687,0.1753400682,-0.00165991498,0.4003936909,2.542564138
2000-06-19,0.1858043381,0.1922559931,0.1881081457,0.1983200824,0.01595581512,0.4449349773,2.280942146
2000-06-20,0.2098621656,0.2197894757,0.2115955494,0.2224932233,0.03448614334,0.5411439811,1.676953868
2000-06-21,0.2354426842,0.248198632,0.2346034446,0.2459982204,0.05250430173,0.6165607737,0.8356586805
2000-06-22,0.256635571,0.26468746,0.2516163076,0.2587129566,0.0622509883,0.4898006608,0.343301198
2000-06-23,0.2659353649,0.2706370645,0.2594780353,0.2635531264,0.06596129656,0.2572138963,0.1683736127
2000-06-26,0.2677043735,0.2718828044,0.2643577975,0.2667183972,0.0683877303,0.02660658391,0.0699426848
2000-06-27,0.2687458252,0.2705942622,0.2672003801,0.2667928556,0.06844478733,-0.1851734986,0.1414053538
2000-06-28,0.2676176955,0.2683986463,0.2676567719,0.2663995291,0.0681432469,-0.3087640232,0.277691732
2000-06-29,0.2659998201,0.2666723671,0.2665145914,0.2666416864,0.06832883561,-0.3873101684,0.4195368285
2000-06-30,0.2664165551,0.2682617902,0.2678371274,0.2713639602,0.0719487283,-0.4409651741,0.3067217962
2000-07-03,0.2714832572,0.2715854255,0.2727855362,0.2755159178,0.07513146607,-0.5155842488,0.1650825927
2000-07-05,0.2761041687,0.2764915122,0.2762829157,0.2790557561,0.07784500944,-0.4073209877,-0.004643733042
2000-07-06,0.2794862541,0.2829080082,0.2800306286,0.2845976734,0.08209332178,-0.2500073975,-0.3761240063
2000-07-07,0.2830071698,0.2868518955,0.2831200846,0.2873025184,0.08416682482,-0.1125656344,-0.7120604597
2000-07-10,0.2819731254,0.2857654331,0.281327832,0.2850327697,0.08242697962,-0.01679732346,-0.8795296424
2000-07-11,0.2773547474,0.2824718644,0.2766235891,0.2824885455,0.08047669607,0.05700399404,-1.144416929
2000-07-12,0.2727980789,0.2784669092,0.2707480808,0.2799404866,0.07852344627,0.1812064713,-1.574708912
2000-07-13,0.2689912254,0.2724019274,0.2656808701,0.2740876607,0.07403683275,0.2885140393,-2.049989827
2000-07-14,0.263598487,0.2650879657,0.2596275083,0.2640947888,0.06637656303,0.3327797959,-2.529242462
2000-07-17,0.2537010093,0.2555270762,0.2485487067,0.250219543,0.05574019262,0.4020444666,-2.863947171
2000-07-18,0.2400350682,0.2421658433,0.2321430721,0.2321386515,0.04187994419,0.4942312391,-2.98982387
2000-07-19,0.2225173086,0.2233329255,0.2093276703,0.2080053595,0.02338016504,0.5556264759,-2.744190582
2000-07-20,0.2029957881,0.2013493215,0.1879178252,0.1866719507,0.007026678758,0.4751656616,-2.453951299
2000-07-21,0.1851346219,0.1793109384,0.1661473226,0.1635176811,-0.01072262688,0.4228176996,-1.833085492
2000-07-24,0.1649301646,0.1567177861,0.145124956,0.1419971137,-0.02721962071,0.4138371608,-1.085658279
2000-07-25,0.1464421321,0.138389597,0.1277375612,0.1248030928,-0.04040001141,0.4480614108,-0.4023582886
2000-07-26,0.1315767437,0.1258678087,0.1166265306,0.114325816,-0.04843156667,0.4904795924,0.06163922431
2000-07-27,0.1231765847,0.1209355436,0.1130500806,0.1117082548,-0.05043812119,0.4791785802,0.2094428121
2000-07-28,0.1221702022,0.1204335147,0.1146873845,0.1119923766,-0.0502203496,0.4275086764,0.2755837203
2000-07-31,0.1203328545,0.1192581088,0.1153894051,0.1131959384,-0.04929773324,0.3325798554,0.4199860462
2000-08-01,0.1179866528,0.1182145682,0.1152363677,0.1148144154,-0.04805707389,0.2147074396,0.6784835086
2000-08-02,0.1158939025,0.119875426,0.116843349,0.1196140238,-0.04437784985,0.1499574215,0.8813575079
2000-08-03,0.1178402093,0.1242232097,0.1204229392,0.1268109765,-0.03886091774,0.1397877702,1.035047902
2000-08-04,0.125419357,0.1321717825,0.1276137139,0.1353645047,-0.03230408464,0.1628963032,1.025703825
2000-08-07,0.136302179,0.1451223826,0.1387730024,0.1481734482,-0.02248515659,0.2658112527,0.6387592956
2000-08-08,0.1489019556,0.1598945916,0.1506436462,0.1630784054,-0.01105948281,0.3662919922,-0.02706732981
2000-08-09,0.162947773,0.168435106,0.1621770321,0.1709776523,-0.005004173061,0.2833364775,-0.4877775181
2000-08-10,0.170456805,0.1701268475,0.1668778986,0.1714860845,-0.004614441216,0.1441372898,-0.6850664849
2000-08-11,0.1713156418,0.1673585976,0.1677606389,0.1686585377,-0.006781928249,0.01267424871,-0.7755724772
2000-08-14,0.1690778086,0.1636897316,0.1658637968,0.1638360206,-0.01047869824,-0.05229928166,-0.7645857706
2000-08-15,0.1648540842,0.1581649212,0.1622397036,0.1581069719,-0.01487040071,-0.1211038231,-0.6656860577
2000-08-16,0.1597097472,0.1516013381,0.1570481515,0.1529025012,-0.01885996058,-0.1578187354,-0.5428923019
2000-08-17,0.1540989695,0.1455535653,0.1524463674,0.1494228912,-0.02152729533,-0.1822265854,-0.4492254818
2000-08-18,0.1495283303,0.1405402126,0.1485918077,0.14625553,-0.02395529992,-0.164938006,-0.3311774561
2000-08-21,0.1458532218,0.1375978379,0.1465447157,0.144205699,-0.02552663712,-0.174642814,-0.238933571
2000-08-22,0.1436342177,0.1375840689,0.1459093768,0.1436818327,-0.02592819271,-0.1361671006,-0.215794996
2000-08-23,0.1422313257,0.1367999526,0.1459667532,0.143014367,-0.02643984689,-0.1196923943,-0.2027183075
2000-08-24,0.1412795459,0.1376056989,0.146074459,0.1427864262,-0.02661462099,-0.05619295707,-0.2420745943
2000-08-25,0.1408942732,0.1396807802,0.1468187387,0.1419202041,-0.02727868685,0.03387792845,-0.2907745757
2000-08-28,0.1407626915,0.1415185752,0.1466484651,0.1410266645,-0.02796366229,0.1114554342,-0.3600719876
2000-08-29,0.141575861,0.1416885943,0.1461259484,0.1384097771,-0.02996966637,0.1637188533,-0.3451289014
2000-08-30,0.1409379539,0.1388127972,0.1436288551,0.1347318793,-0.03278900423,0.1863903584,-0.2743135739
2000-08-31,0.1395458256,0.1366097444,0.1415386823,0.1319426926,-0.0349270736,0.203069379,-0.2651906978
2000-09-01,0.1369640171,0.1331026595,0.1397094197,0.1301779382,-0.03627986508,0.1777622843,-0.3630808969
2000-09-05,0.1348700293,0.130930581,0.1375958371,0.1280403976,-0.03791841089,0.2285947251,-0.530944897
2000-09-06,0.1328948946,0.1294657558,0.1341767762,0.1248890571,-0.04033411842,0.3058320448,-0.735775605
2000-09-07,0.1301201783,0.1275006629,0.1295023846,0.1211977267,-0.04316372591,0.3567306392,-1.024049372
2000-09-08,0.1255937283,0.120947358,0.1221617305,0.1146033769,-0.04821872508,0.2830013921,-1.300203511
2000-09-11,0.1174881003,0.1112163773,0.1114632776,0.1054848146,-0.05520872733,0.2110098541,-1.564232816
2000-09-12,0.1073729552,0.09998444947,0.09853144502,0.09376071571,-0.06419608197,0.1916381087,-1.75948304
2000-09-13,0.09501755129,0.08702415246,0.08301086056,0.07968832747,-0.07498352904,0.2445132463,-1.748760431
2000-09-14,0.08156478127,0.07232709768,0.06472897639,0.06222763412,-0.08836837784,0.3862929789,-1.443717657
2000-09-15,0.06360429454,0.05519970379,0.04632453773,0.04629627749,-0.1005808745,0.4919379983,-1.117473979
2000-09-18,0.04743749481,0.04197533582,0.0325448084,0.03515431681,-0.1091219233,0.5115709638,-0.9869027339
2000-09-19,0.03500608723,0.03402025256,0.02455251303,0.03003451914,-0.1130465554,0.5120625041,-1.149582641
2000-09-20,0.0260826663,0.02725249652,0.01731402051,0.02423981787,-0.1174885814,0.487262182,-1.323535607
2000-09-21,0.01599116452,0.02160434353,0.008781033618,0.01720735543,-0.1228794646,0.4804881065,-1.492111567
2000-09-22,0.005419300699,0.01550425631,-0.003449882652,0.00756792697,-0.1302687152,0.5542450209,-1.568219885
2000-09-25,-0.0001383223103,0.01119195181,-0.01444385993,-0.003604799549,-0.1388333215,0.6187858223,-1.61788532
2000-09-26,-0.006978892349,0.006578359514,-0.02395710636,-0.01298828448,-0.1460263546,0.7318232381,-1.849137191
2000-09-27,-0.01192974885,-0.005854080686,-0.03378433453,-0.02558672209,-0.1556839073,0.707862827,-2.076359945
2000-09-28,-0.02272730478,-0.02249768758,-0.04473687628,-0.03879363205,-0.1658079531,0.6168512964,-2.405248365
2000-09-29,-0.03530647056,-0.04052587388,-0.0608545732,-0.05633164685,-0.1792520704,0.596190806,-2.51927565
2000-10-02,-0.05185029472,-0.06008573598,-0.079052563,-0.07770401052,-0.1956354718,0.6013726626,-2.295708909
2000-10-03,-0.07288943174,-0.08162112356,-0.0995290832,-0.1010604071,-0.2135397605,0.6624133103,-1.79917653
2000-10-04,-0.09709686317,-0.1038284904,-0.1188382608,-0.1207490981,-0.2286324879,0.6998441982,-1.371265081
2000-10-05,-0.1171697292,-0.1197202822,-0.1331121145,-0.1350732273,-0.2396128806,0.6277814806,-1.169008889
2000-10-06,-0.1320416319,-0.1325369604,-0.1461904628,-0.1458531213,-0.2478763647,0.5440909796,-1.13553656
2000-10-09,-0.1444864401,-0.1428341619,-0.1587193433,-0.1556480316,-0.2553847993,0.5177387276,-1.066546692
2000-10-10,-0.1557899902,-0.1496371903,-0.1678754829,-0.1627688886,-0.2608433559,0.5730325241,-0.9433498138
2000-10-11,-0.1628999908,-0.1540698891,-0.177685924,-0.1699275789,-0.2663309222,0.6994266023,-0.5130329545
2000-10-12,-0.1673535622,-0.1607233882,-0.1899714192,-0.1810193383,-0.2748334807,0.8129900288,0.7238097929
2000-10-13,-0.1755989024,-0.1686890155,-0.2036963436,-0.1913178889,-0.2827280297,0.9338727008,2.641188404
2000-10-16,-0.179793818,-0.1698718022,-0.2115823945,-0.1956267434,-0.2860310741,1.048841293,4.885950254
2000-10-17,-0.1754609937,-0.1573994639,-0.2027803246,-0.1804075884,-0.2743645974,1.152763492,5.919860381
2000-10-18,-0.1544015146,-0.1244675788,-0.1762351626,-0.1431183567,-0.2457799144,1.321342991,5.501807818
2000-10-19,-0.1090418414,-0.07338949681,-0.1267567685,-0.08856454281,-0.2039607401,1.498451574,3.98569624
2000-10-20,-0.06429801572,-0.02872041656,-0.08196627145,-0.04490272297,-0.1704910261,1.534580159,2.926890342
2000-10-23,-0.02869361508,5.688643723e-05,-0.04994574964,-0.01937157101,-0.1509196949,1.50623608,2.792486839
2000-10-24,-0.007957722707,0.01624962924,-0.02630540802,-0.0004143418407,-0.1363877276,1.406216458,3.081386621
2000-10-25,0.007069186343,0.03289609905,-0.004472375363,0.01955175863,-0.1210823705,1.351613976,3.163106074
2000-10-26,0.02366752991,0.05355226031,0.02010966651,0.0455043883,-0.1011879355,1.247890425,2.656661671
2000-10-27,0.04802308922,0.07672536529,0.04991496392,0.07225865412,-0.08067897678,1.147104966,1.837291571
2000-10-30,0.07345526963,0.09440890937,0.07781499743,0.0936289738,-0.06429715958,1.029992771,1.090290758
2000-10-31,0.09440377025,0.1057823153,0.09878570313,0.1079379245,-0.0533283581,0.910448731,0.5630524696
2000-11-01,0.1087290634,0.1139586824,0.1129074486,0.1172987829,-0.04615256284,0.797416101,0.1568176042
2000-11-02,0.1189244525,0.1195732508,0.1209429109,0.1219132303,-0.04261523133,0.7359654581,-0.1054641476
2000-11-03,0.1227996462,0.1225746705,0.1221774815,0.1220659041,-0.04249818689,0.7371232651,-0.2062271614
2000-11-06,0.1242350782,0.1265721147,0.1213146735,0.1232430671,-0.04159585224,0.818045342,-0.4269285154
2000-11-07,0.1254637,0.1307790771,0.1187460201,0.1232175903,-0.04161542542,0.9482721719,-0.6183756737
2000-11-08,0.1244278853,0.1311710891,0.1121416161,0.1197270024,-0.04429124975,1.04529593,-0.554855263
2000-11-09,0.1184351975,0.1265736705,0.1048880333,0.1148239597,-0.04804976714,0.9832752302,-0.3483864775
2000-11-10,0.1132767394,0.1197684748,0.09678449761,0.1062197209,-0.05464547202,0.9009908691,0.07530254801
2000-11-13,0.1068177921,0.1139387486,0.09219777616,0.1021416487,-0.05777154091,0.8089614909,0.2808553125
2000-11-14,0.1062433936,0.1141332939,0.09652215533,0.1048535244,-0.05569265723,0.732179306,0.1389105034
2000-11-15,0.1083995134,0.1162126816,0.1022824218,0.1082493433,-0.05308951577,0.6706983312,-0.06898003257
2000-11-16,0.1099369862,0.1167961388,0.1049916751,0.1085956636,-0.05282404828,0.6700157386,-0.1198929169
2000-11-17,0.1092430813,0.1141085682,0.1036025237,0.1078397778,-0.05340347153,0.6452081681,-0.1714330493
2000-11-20,0.1062116424,0.111489679,0.1009740265,0.1059299756,-0.05486743915,0.5622237661,-0.3536119002
2000-11-21,0.1038719135,0.1121402491,0.1019876335,0.1065210196,-0.05441434604,0.4759064626,-1.031359632
2000-11-22,0.1036899491,0.1133919378,0.1015799837,0.106899228,-0.05412441012,0.4523180971,-2.160750849
2000-11-24,0.1065861553,0.112232008,0.09969401968,0.102832621,-0.05724176378,0.4716706395,-3.611235307
2000-11-27,0.102539956,0.103320816,0.08685797223,0.08688273809,-0.06946848412,0.6694104776,-4.780419524
2000-11-28,0.08256280463,0.07986544042,0.05505576078,0.05440273006,-0.09436666086,0.8847969201,-4.909340273
2000-11-29,0.04853573247,0.04515025691,0.01079484292,0.0116791867,-0.12711716,1.032065128,-4.190130217
2000-11-30,0.005634452681,0.004509285578,-0.03734215447,-0.03647840915,-0.1640332251,1.143082697,-2.847110512
2000-12-01,-0.03476779392,-0.03083665565,-0.07396786601,-0.07151809595,-0.1908935332,1.110564843,-1.797553888
2000-12-04,-0.06357440663,-0.05861936509,-0.09809231457,-0.09285226692,-0.2072476593,1.049574895,-1.105745307
2000-12-05,-0.0814213067,-0.07768848276,-0.1113471774,-0.104023669,-0.2158113549,1.032587006,-0.7067043652
2000-12-06,-0.09700234162,-0.09472190417,-0.1254209083,-0.1173376117,-0.2260174118,1.026451189,-0.1875298325
2000-12-07,-0.1146314258,-0.1103159388,-0.1371770058,-0.126985231,-0.2334129559,1.038879207,-0.1359114052
2000-12-08,-0.1189344912,-0.1104693692,-0.1381963385,-0.1252855225,-0.2321099791,0.9817391067,-1.172249677
2000-12-11,-0.1155582315,-0.1035808428,-0.1351324069,-0.1198043102,-0.2279082353,0.8854719512,-3.12344946
2000-12-12,-0.1122495571,-0.1029590624,-0.1377966006,-0.1258355593,-0.2325316044,0.8048941047,-5.314679995
2000-12-13,-0.1217055811,-0.1178354432,-0.1567070467,-0.1497178299,-0.2508389375,0.8202717985,-6.554502297
2000-12-14,-0.1561512561,-0.1538082551,-0.1965437887,-0.1921790225,-0.2833882373,0.8635024323,-6.521048182
2000-12-15,-0.2116750746,-0.208051528,-0.2549995358,-0.2497706207,-0.3275360373,0.9801261528,-5.183591247
2000-12-18,-0.2699823454,-0.2625917216,-0.3105348561,-0.3048798241,-0.3697809922,1.080188566,-3.315509738
2000-12-19,-0.3249767472,-0.3113192742,-0.3605013781,-0.3529312454,-0.406615652,1.1654194,-1.30090119
